"Colorado Medicaid Fee Schedule January 1, 2012",,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2012.  Please refer to the Fee Schedule Instructions on the website for an explanation of each field.",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Relative Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,
0503F,,,,Not a benefit,,,,,
0505F,,,,Not a benefit,,,,,
0507F,,,,Not a benefit,,,,,
0509F,,,,Not a benefit,,,,,
0513F,,,,Not a benefit,,,,,
0514F,,,,Not a benefit,,,,,
0516F,,,,Not a benefit,,,,,
0517F,,,,Not a benefit,,,,,
0518F,,,,Not a benefit,,,,,
0519F,,,,Not a benefit,,,,,
0520F,,,,Not a benefit,,,,,
0521F,,,,Not a benefit,,,,,
0525F,,,,Not a benefit,,,,,
0526F,,,,Not a benefit,,,,,
0528F,,,,Not a benefit,,,,,
0529F,,,,Not a benefit,,,,,
0535F,,,,Not a benefit,,,,,
0540F,,,,Not a benefit,,,,,
0545F,,,,Not a benefit,,,,,
0551F,,,,Not a benefit,,,,,
0555F,,,,Not a benefit,,,,,
0556F,,,,Not a benefit,,,,,
0557F,,,,Not a benefit,,,,,
0575F,,,,Not a benefit,,,,,
1000F,,,,Not a benefit,,,,,
10021,,1.91,32.47,$62.02,0,999,0,No,
10022,TC,0.52,32.47,$16.88,0,999,0,No,
10022,26,1.44,32.47,$46.76,0,999,0,No,
10022,,1.96,32.47,$63.64,0,999,0,No,
1002F,,,,Not a benefit,,,,,
1003F,,,,Not a benefit,,,,,
10040,,0.2,32.47,$6.49,0,999,10,No,
1004F,,,,Not a benefit,,,,,
1005F,,,,Not a benefit,,,,,
10060,,0.75,32.47,$24.35,0,999,0,No,
10061,,1.2,32.47,$38.96,0,999,0,No,
1006F,,,,Not a benefit,,,,,
1007F,,,,Not a benefit,,,,,
10080,,0.8,32.47,$25.98,0,999,10,No,
10081,,1.2,32.47,$38.96,0,999,10,No,
1008F,,,,Not a benefit,,,,,
1010F,,,,Not a benefit,,,,,
1011F,,,,Not a benefit,,,,,
10120,,0.8,32.47,$25.98,0,999,0,No,
10121,,1.2,32.47,$38.96,0,999,10,No,
1012F,,,,Not a benefit,,,,,
10140,,0.8,32.47,$25.98,0,999,0,No,
1015F,,,,Not a benefit,,,,,
10160,,0.5,32.47,$16.24,0,999,0,No,
10180,,0.9,32.47,$29.22,0,999,10,No,
1018F,,,,Not a benefit,,,,,
1019F,,,,Not a benefit,,,,,
1022F,,,,Not a benefit,,,,,
1026F,,,,Not a benefit,,,,,
1030F,,,,Not a benefit,,,,,
1031F,,,,Not a benefit,,,,,
1032F,,,,Not a benefit,,,,,
1033F,,,,Not a benefit,,,,,
1034F,,,,Not a benefit,,,,,
1035F,,,,Not a benefit,,,,,
1036F,,,,Not a benefit,,,,,
1038F,,,,Not a benefit,,,,,
1039F,,,,Not a benefit,,,,,
1040F,,,,Not a benefit,,,,,
1050F,,,,Not a benefit,,,,,
1055F,,,,Not a benefit,,,,,
1060F,,,,Not a benefit,,,,,
1061F,,,,Not a benefit,,,,,
1065F,,,,Not a benefit,,,,,
1066F,,,,Not a benefit,,,,,
1070F,,,,Not a benefit,,,,,
1071F,,,,Not a benefit,,,,,
1090F,,,,Not a benefit,,,,,
1091F,,,,Not a benefit,,,,,
11000,,0.6,32.47,$19.48,0,999,0,No,
11001,,0.2,32.47,$6.49,0,999,0,No,
11004,,11.88,32.47,$385.74,0,999,0,No,
11005,,16.18,32.47,$525.36,0,999,0,No,
11006,,14.89,32.47,$483.48,0,999,0,No,
11008,,6.05,32.47,$196.44,0,999,0,No,
1100F,,,,Not a benefit,,,,,
11010,,7.93,32.47,$257.49,0,999,10,No,
11011,,8.83,32.47,$286.71,0,999,0,No,
11012,,12.28,32.47,$398.73,0,999,0,No,
1101F,,,,Not a benefit,,,,,
11042,,1.5,32.47,$48.71,0,999,0,No,
11043,,2,32.47,$64.94,0,999,10,No,
11044,,2,32.47,$64.94,0,999,10,No,
11045,,0.69,32.47,$22.40,0,999,0,No,
11046,,1.21,32.47,$39.29,0,999,0,No,
11047,,1.98,32.47,$64.29,0,999,0,No,
11055,,0.41,32.47,$13.31,0,999,0,No,
11056,,0.58,32.47,$18.83,0,999,0,No,
11057,,0.6,32.47,$19.48,0,999,0,No,
11100,,0.6,32.47,$19.48,0,999,0,No,
11101,,0.3,32.47,$9.74,0,999,0,No,
1110F,,,,Not a benefit,,,,,
1111F,,,,Not a benefit,,,,,
1116F,,,,Not a benefit,,,,,
1118F,,,,Not a benefit,,,,,
1119F,,,,Not a benefit,,,,,
11200,,0.6,32.47,$19.48,0,999,10,No,
11201,,0.3,32.47,$9.74,0,999,0,No,
1121F,,,,Not a benefit,,,,,
1123F,,,,Not a benefit,,,,,
1124F,,,,Not a benefit,,,,,
1125F,,,,Not a benefit,,,,,
1126F,,,,Not a benefit,,,,,
11300,,0.86,32.47,$27.92,0,999,0,No,
11301,,1.16,32.47,$37.67,0,999,0,No,
11302,,1.47,32.47,$47.73,0,999,0,No,
11303,,2.18,32.47,$70.78,0,999,0,No,
11305,,0.99,32.47,$32.15,0,999,0,No,
11306,,1.17,32.47,$37.99,0,999,0,No,
11307,,1.55,32.47,$50.33,0,999,0,No,
11308,,2.5,32.47,$81.18,0,999,0,No,
1130F,,,,Not a benefit,,,,,
11310,,0.99,32.47,$32.15,0,999,0,No,
11311,,1.44,32.47,$46.76,0,999,0,No,
11312,,1.76,32.47,$57.15,0,999,0,No,
11313,,2.72,32.47,$88.32,0,999,0,No,
1134F,,,,Not a benefit,,,,,
1135F,,,,Not a benefit,,,,,
1136F,,,,Not a benefit,,,,,
1137F,,,,Not a benefit,,,,,
11400,,2.12,32.47,$68.84,0,999,10,No,
11401,,1,32.47,$32.47,0,999,10,No,
11402,,1.2,32.47,$38.96,0,999,10,No,
11403,,1.5,32.47,$48.71,0,999,10,No,
11404,,1.8,32.47,$58.45,0,999,10,No,
11406,,2.1,32.47,$68.19,0,999,10,No,
11420,,0.8,32.47,$25.98,0,999,10,No,
11421,,1,32.47,$32.47,0,999,10,No,
11422,,1.4,32.47,$45.46,0,999,10,No,
11423,,1.8,32.47,$58.45,0,999,10,No,
11424,,2.2,32.47,$71.43,0,999,10,No,
11426,,2.6,32.47,$84.42,0,999,10,No,
11440,,1,32.47,$32.47,0,999,10,No,
11441,,1.4,32.47,$45.46,0,999,10,No,
11442,,1.8,32.47,$58.45,0,999,10,No,
11443,,2.2,32.47,$71.43,0,999,10,No,
11444,,2.6,32.47,$84.42,0,999,10,No,
11446,,3,32.47,$97.41,0,999,10,No,
11450,,8.32,32.47,$270.15,0,999,90,No,
11451,,10.5,32.47,$340.94,0,999,90,No,
11462,,7,32.47,$227.29,0,999,90,No,
11463,,7,32.47,$227.29,0,999,90,No,
11470,,7,32.47,$227.29,0,999,90,No,
11471,,7,32.47,$227.29,0,999,90,No,
1150F,,,,Not a benefit,,,,,
1151F,,,,Not a benefit,,,,,
1152F,,,,Not a benefit,,,,,
1153F,,,,Not a benefit,,,,,
1157F,,,,Not a benefit,,,,,
1158F,,,,Not a benefit,,,,,
1159F,,,,Not a benefit,,,,,
11600,,1.2,32.47,$38.96,0,999,10,No,
11601,,1.6,32.47,$51.95,0,999,10,No,
11602,,2,32.47,$64.94,0,999,10,No,
11603,,2.4,32.47,$77.93,0,999,10,No,
11604,,2.8,32.47,$90.92,0,999,10,No,
11606,,3.2,32.47,$103.90,0,999,10,No,
1160F,,,,Not a benefit,,,,,
11620,,2,32.47,$64.94,0,999,10,No,
11621,,3,32.47,$97.41,0,999,10,No,
11622,,4,32.47,$129.88,0,999,10,No,
11623,,5,32.47,$162.35,0,999,10,No,
11624,,6,32.47,$194.82,0,999,10,No,
11626,,7,32.47,$227.29,0,999,10,No,
11640,,3,32.47,$97.41,0,999,10,No,
11641,,4,32.47,$129.88,0,999,10,No,
11642,,5,32.47,$162.35,0,999,10,No,
11643,,6,32.47,$194.82,0,999,10,No,
11644,,7,32.47,$227.29,0,999,10,No,
11646,,8,32.47,$259.76,0,999,10,No,
1170F,,,,Not a benefit,,,,,
11719,,0.27,32.47,$8.77,0,999,0,No,
11720,,0.57,32.47,$18.51,0,999,0,No,
11721,,0.96,32.47,$31.17,0,999,0,No,
11730,,0.8,32.47,$25.98,0,999,0,No,
11732,,0.4,32.47,$12.99,0,999,0,No,
11740,,0.6,32.47,$19.48,0,999,0,No,
11750,,2.4,32.47,$77.93,0,999,0,No,
11752,,4.8,32.47,$155.86,0,999,10,No,
11755,,1.88,32.47,$61.04,0,999,0,No,
1175F,,,,Not a benefit,,,,,
11760,,3,32.47,$97.41,0,999,10,No,
11762,,3,32.47,$97.41,0,999,10,No,
11765,,1.6,32.47,$51.95,0,999,10,No,
11770,,2,32.47,$64.94,0,999,10,No,
11771,,7.3,32.47,$237.03,0,999,90,No,
11772,,8,32.47,$259.76,0,999,90,No,
1180F,,,,Not a benefit,,,,,
1181F,,,,Not a benefit,,,,,
1182F,,,,Not a benefit,,,,,
1183F,,,,Not a benefit,,,,,
11900,,0.5,32.47,$16.24,0,999,0,No,
11901,,0.1,32.47,$3.25,0,999,0,No,
11920,,5,32.47,$162.35,0,999,0,No,
11921,,10,32.47,$324.70,0,999,0,No,
11922,,1.47,32.47,$47.73,0,999,0,No,
11950,,1.62,32.47,$52.60,0,999,0,Yes,
11951,,2.21,32.47,$71.76,0,999,0,Yes,
11952,,2.92,32.47,$94.81,0,999,0,Yes,
11954,,3.53,32.47,$114.62,0,999,0,Yes,
11960,,12,32.47,$389.64,0,999,90,No,
11970,,10,32.47,$324.70,0,999,90,No,
11971,,5,32.47,$162.35,0,999,90,No,
11976,,2.99,32.47,$97.09,10,999,0,No,
11980,,2.45,32.47,$79.55,0,999,0,No,
11981,26,2.55,32.47,$82.80,0,999,0,No,
11982,,2.91,32.47,$94.49,0,999,0,No,
11983,,4.71,32.47,$152.93,0,999,0,No,
12001,,1,32.47,$32.47,0,999,0,No,
12002,,1.4,32.47,$45.46,0,999,10,No,
12004,,1.8,32.47,$58.45,0,999,10,No,
12005,,2.2,32.47,$71.43,0,999,10,No,
12006,,2.6,32.47,$84.42,0,999,10,No,
12007,,3,32.47,$97.41,0,999,10,No,
1200F,,,,Not a benefit,,,,,
12011,,1.2,32.47,$38.96,0,999,0,No,
12013,,1.6,32.47,$51.95,0,999,10,No,
12014,,2,32.47,$64.94,0,999,10,No,
12015,,2.4,32.47,$77.93,0,999,10,No,
12016,,2.8,32.47,$90.92,0,999,10,No,
12017,,3.2,32.47,$103.90,0,999,10,No,
12018,,3.2,32.47,$103.90,0,999,10,No,
12020,,2.84,32.47,$92.21,0,999,10,No,
12021,,2.84,32.47,$92.21,0,999,10,No,
12031,,1.2,32.47,$38.96,0,999,10,No,
12032,,1.7,32.47,$55.20,0,999,10,No,
12034,,2.2,32.47,$71.43,0,999,10,No,
12035,,2.7,32.47,$87.67,0,999,10,No,
12036,,3.2,32.47,$103.90,0,999,10,No,
12037,,3.7,32.47,$120.14,0,999,10,No,
12041,,1.4,32.47,$45.46,0,999,10,No,
12042,,1.9,32.47,$61.69,0,999,10,No,
12044,,2.4,32.47,$77.93,0,999,10,No,
12045,,2.9,32.47,$94.16,0,999,10,No,
12046,,3.4,32.47,$110.40,0,999,10,No,
12047,,3.9,32.47,$126.63,0,999,10,No,
12051,,1.6,32.47,$51.95,0,999,10,No,
12052,,2.2,32.47,$71.43,0,999,10,No,
12053,,2.8,32.47,$90.92,0,999,10,No,
12054,,3.4,32.47,$110.40,0,999,10,No,
12055,,4,32.47,$129.88,0,999,10,No,
12056,,4.6,32.47,$149.36,0,999,10,No,
12057,,5.2,32.47,$168.84,0,999,10,No,
1205F,,,,Not a benefit,,,,,
1220F,,,,Not a benefit,,,,,
13100,,1.5,32.47,$48.71,0,999,10,No,
13101,,3.2,32.47,$103.90,0,999,10,No,
13102,,1.62,32.47,$52.60,0,999,0,No,
13120,,3,32.47,$97.41,0,999,10,No,
13121,,4,32.47,$129.88,0,999,10,No,
13122,,1.89,32.47,$61.37,0,999,0,No,
13131,,3.5,32.47,$113.65,0,999,10,No,
13132,,4.7,32.47,$152.61,0,999,10,No,
13133,,2.79,32.47,$90.59,0,999,0,No,
13150,,3,32.47,$97.41,0,999,10,No,
13151,,4,32.47,$129.88,0,999,10,No,
13152,,5,32.47,$162.35,0,999,10,No,
13153,,3.07,32.47,$99.68,0,999,0,No,
13160,,9.69,32.47,$314.63,0,999,90,No,
14000,,7,32.47,$227.29,0,999,90,No,
14001,,8,32.47,$259.76,0,999,90,No,
1400F,,,,Not a benefit,,,,,
14020,,8,32.47,$259.76,0,999,90,No,
14021,,10,32.47,$324.70,0,999,90,No,
14040,,11.41,32.47,$370.48,0,999,90,No,
14041,,13,32.47,$422.11,0,999,90,No,
14060,,14,32.47,$454.58,0,999,90,No,
14061,,16,32.47,$519.52,0,999,90,No,
14301,,17.83,32.47,$578.94,0,999,90,No,
14302,,3.88,32.47,$125.98,0,999,0,No,
14350,,8,32.47,$259.76,0,999,90,No,
1450F,,,,Not a benefit,,,,,
1451F,,,,Not a benefit,,,,,
1460F,,,,Not a benefit,,,,,
1461F,,,,Not a benefit,,,,,
1490F,,,,Not a benefit,,,,,
1491F,,,,Not a benefit,,,,,
1493F,,,,Not a benefit,,,,,
1494F,,,,Not a benefit,,,,,
15002,,6.3,32.47,$204.56,0,999,0,No,
15003,,1.4,32.47,$45.46,0,999,0,No,
15004,,7.58,32.47,$246.12,0,999,0,No,
15005,,2.33,32.47,$75.66,0,999,0,No,
15040,,5.25,32.47,$170.47,0,999,0,No,
15050,,4,32.47,$129.88,0,999,90,No,
15100,,6,32.47,$194.82,0,999,90,No,
15101,,1.8,32.47,$58.45,0,999,0,No,
15110,,16.44,32.47,$533.81,0,999,90,No,
15111,,2.59,32.47,$84.10,0,999,0,No,
15115,,15.45,32.47,$501.66,0,999,90,No,
15116,,3.36,32.47,$109.10,0,999,0,No,
15120,,10,32.47,$324.70,0,999,90,No,
15121,,3,32.47,$97.41,0,999,0,No,
15130,,13.68,32.47,$444.19,0,999,90,No,
15131,,2.12,32.47,$68.84,0,999,0,No,
15135,,16.54,32.47,$537.05,0,999,90,No,
15136,,1.97,32.47,$63.97,0,999,0,No,
15150,,13.65,32.47,$443.22,0,999,90,No,
15151,,2.73,32.47,$88.64,0,999,0,No,
15152,,3.35,32.47,$108.77,0,999,0,No,
15155,,13.67,32.47,$443.86,0,999,90,No,
15156,,3.55,32.47,$115.27,0,999,0,No,
15157,,3.93,32.47,$127.61,0,999,0,No,
15200,,4.8,32.47,$155.86,0,999,90,No,
15201,,2,32.47,$64.94,0,999,0,No,
15220,,6.3,32.47,$204.56,0,999,90,No,
15221,,3,32.47,$97.41,0,999,0,No,
15240,,9.5,32.47,$308.47,0,999,90,No,
15241,,4,32.47,$129.88,0,999,0,No,
15260,,12,32.47,$389.64,0,999,90,No,
15261,,5.18,32.47,$168.19,0,999,0,No,
15271,,3.31,32.47,$107.48,0,999,0,No,
15272,,0.62,32.47,$20.13,0,999,0,No,
15273,,6.79,32.47,$220.47,0,999,0,No,
15274,,1.6,32.47,$51.95,0,999,0,No,
15275,,3.55,32.47,$115.27,0,999,0,No,
15276,,0.77,32.47,$25.00,0,999,0,No,
15277,,6.84,32.47,$222.09,0,999,0,No,
15278,,1.88,32.47,$61.04,0,999,0,No,
15570,,9.83,32.47,$319.18,0,999,90,No,
15572,,9.9,32.47,$321.45,0,999,90,No,
15574,,11,32.47,$357.17,0,999,90,No,
15576,,8.5,32.47,$276.00,0,999,90,No,
15600,,3.8,32.47,$123.39,0,999,90,No,
15610,,4.4,32.47,$142.87,0,999,90,No,
15620,,5.5,32.47,$178.59,0,999,90,No,
15630,,7,32.47,$227.29,0,999,90,No,
15650,,7,32.47,$227.29,0,999,90,No,
15731,,20.86,32.47,$677.32,0,999,90,No,
15732,,32,32.47,"$1,039.04",0,999,90,No,
15734,,32,32.47,"$1,039.04",0,999,90,No,
15736,,22,32.47,$714.34,0,999,90,No,
15738,,22,32.47,$714.34,0,999,90,No,
15740,,12,32.47,$389.64,0,999,90,No,
15750,,10,32.47,$324.70,0,999,90,No,
15756,,58.04,32.47,"$1,884.56",0,999,90,No,
15757,,48.77,32.47,"$1,583.56",0,999,90,No,
15758,,48.81,32.47,"$1,584.86",0,999,90,No,
15760,,9,32.47,$292.23,0,999,90,No,
15770,,12,32.47,$389.64,0,999,90,No,
15775,,0.5,32.47,$16.24,0,999,0,No,
15776,,0.3,32.47,$9.74,0,999,0,No,
15777,,4.87,32.47,$158.13,0,999,0,No,
15780,,10,32.47,$324.70,0,999,90,Yes,
15781,,10,32.47,$324.70,0,999,90,Yes,
15782,,5,32.47,$162.35,0,999,90,Yes,
15783,,0.3,32.47,$9.74,0,999,90,Yes,
15786,,0.3,32.47,$9.74,0,999,10,No,
15787,,0.8,32.47,$25.98,0,999,0,No,
15788,,3.57,32.47,$115.92,0,999,90,Yes,
15789,,4.35,32.47,$141.24,0,999,90,Yes,
15792,,2.32,32.47,$75.33,0,999,90,Yes,
15793,,2.91,32.47,$94.49,0,999,90,Yes,
15819,,12.76,32.47,$414.32,0,999,90,No,
15820,,9.02,32.47,$292.88,0,999,90,No,
15821,,10.02,32.47,$325.35,0,999,90,No,
15822,,8.93,32.47,$289.96,0,999,90,No,
15823,,10,32.47,$324.70,0,999,90,No,
15824,,12,32.47,$389.64,0,999,0,Yes,
15825,,22.24,32.47,$722.13,0,999,0,Yes,
15826,,10,32.47,$324.70,0,999,0,Yes,
15828,,32,32.47,"$1,039.04",0,999,0,Yes,
15829,,27.08,32.47,$879.29,0,999,0,Yes,
15830,,22.29,32.47,$723.76,0,999,90,Yes,
15832,,21.69,32.47,$704.27,0,999,90,Yes,
15833,,20.47,32.47,$664.66,0,999,90,Yes,
15834,,20.37,32.47,$661.41,0,999,90,Yes,
15835,,21.54,32.47,$699.40,0,999,90,Yes,
15836,,18,32.47,$584.46,0,999,90,Yes,
15837,,15,32.47,$487.05,0,999,90,Yes,
15838,,8,32.47,$259.76,0,999,90,Yes,
15839,,8.55,32.47,$277.62,0,999,90,Yes,
15840,,24,32.47,$779.28,0,999,90,No,
15841,,28,32.47,$909.16,0,999,90,No,
15842,,35,32.47,"$1,136.45",0,999,90,No,
15845,,23.18,32.47,$752.65,0,999,90,No,
15847,,8.58,32.47,$278.59,0,999,0,Yes,
15850,,,,Not a benefit,,,,,
15851,,0.4,32.47,$12.99,0,999,0,No,
15852,,0.98,32.47,$31.82,0,999,0,No,
15860,,2.54,32.47,$82.47,0,999,0,No,
15876,,8,32.47,$259.76,0,999,0,Yes,
15877,,16,32.47,$519.52,0,999,0,Yes,
15878,,10,32.47,$324.70,0,999,0,Yes,
15879,,16.7,32.47,$542.25,0,999,0,Yes,
15920,,6,32.47,$194.82,0,999,90,No,
15922,,8.5,32.47,$276.00,0,999,90,No,
15931,,6,32.47,$194.82,0,999,90,No,
15933,,6,32.47,$194.82,0,999,90,No,
15934,,11.5,32.47,$373.41,0,999,90,No,
15935,,13.5,32.47,$438.35,0,999,90,No,
15936,,21.56,32.47,$700.05,0,999,90,No,
15937,,25.21,32.47,$818.57,0,999,90,No,
15940,,8,32.47,$259.76,0,999,90,No,
15941,,8,32.47,$259.76,0,999,90,No,
15944,,11.5,32.47,$373.41,0,999,90,No,
15945,,13.5,32.47,$438.35,0,999,90,No,
15946,,28,32.47,$909.16,0,999,90,No,
15950,,2.1,32.47,$68.19,0,999,90,No,
15951,,6,32.47,$194.82,0,999,90,No,
15952,,8,32.47,$259.76,0,999,90,No,
15953,,10,32.47,$324.70,0,999,90,No,
15956,,28,32.47,$909.16,0,999,90,No,
15958,,29,32.47,$941.63,0,999,90,No,
15999,,,,Code is manually priced,0,999,90,No,
16000,,0.5,32.47,$16.24,0,999,0,No,
16020,,0.6,32.47,$19.48,0,999,0,No,
16025,,1,32.47,$32.47,0,999,0,No,
16030,,2,32.47,$64.94,0,999,0,No,
16035,,5,32.47,$162.35,0,999,90,No,
16036,,1.93,32.47,$62.67,0,999,0,No,
17000,,1.38,32.47,$44.81,0,999,10,No,
17003,,0.18,32.47,$5.84,0,999,0,No,
17004,,3.99,32.47,$129.56,0,999,10,No,
17106,,5.14,32.47,$166.90,0,999,90,No,
17107,,11.54,32.47,$374.70,0,999,90,No,
17108,,16.68,32.47,$541.60,0,999,90,No,
17110,,0.6,32.47,$19.48,0,999,0,No,
17111,,1.19,32.47,$38.64,0,999,10,No,
17250,,0.5,32.47,$16.24,0,999,0,No,
17260,,1.28,32.47,$41.56,0,999,10,No,
17261,,1.75,32.47,$56.82,0,999,10,No,
17262,,2.52,32.47,$81.82,0,999,10,No,
17263,,3.28,32.47,$106.50,0,999,10,No,
17264,,2.59,32.47,$84.10,0,999,10,No,
17266,,3.87,32.47,$125.66,0,999,10,No,
17270,,2.11,32.47,$68.51,0,999,10,No,
17271,,3.13,32.47,$101.63,0,999,10,No,
17272,,3.81,32.47,$123.71,0,999,10,No,
17273,,4.36,32.47,$141.57,0,999,10,No,
17274,,4.66,32.47,$151.31,0,999,10,No,
17276,,4.88,32.47,$158.45,0,999,10,No,
17280,,3.11,32.47,$100.98,0,999,10,No,
17281,,3.99,32.47,$129.56,0,999,10,No,
17282,,3.79,32.47,$123.06,0,999,10,No,
17283,,5.01,32.47,$162.67,0,999,10,No,
17284,,4.81,32.47,$156.18,0,999,10,No,
17286,,6.15,32.47,$199.69,0,999,10,No,
17311,,13.43,32.47,$436.07,0,999,0,No,
17312,,8.12,32.47,$263.66,0,999,0,No,
17313,,12.27,32.47,$398.41,0,999,0,No,
17314,,7.52,32.47,$244.17,0,999,0,No,
17315,,1.58,32.47,$51.30,0,999,0,No,
17340,,0.5,32.47,$16.24,0,999,10,No,
17360,,0.5,32.47,$16.24,0,999,10,Yes,
17380,,0.8,32.47,$25.98,0,999,0,Yes,
17999,,,,Code is manually priced,0,999,10,No,
19000,,0.8,32.47,$25.98,0,999,0,No,
19001,,0.2,32.47,$6.49,0,999,0,No,
19020,,2.6,32.47,$84.42,0,999,90,No,
19030,,1,32.47,$32.47,0,999,0,No,
19100,,1.55,32.47,$50.33,0,999,0,No,
19101,,3.6,32.47,$116.89,0,999,10,No,
19102,,5.61,32.47,$182.16,0,999,0,No,
19103,,11.18,32.47,$363.01,0,999,0,No,
19105,,40.47,32.47,"$1,314.06",0,999,0,No,
19110,,3.54,32.47,$114.94,0,999,90,No,
19112,,5.24,32.47,$170.14,0,999,90,No,
19120,,5,32.47,$162.35,0,999,90,No,
19125,,6.32,32.47,$205.21,0,999,90,No,
19126,,3.98,32.47,$129.23,0,999,0,No,
19260,,17,32.47,$551.99,0,999,90,No,
19271,,28,32.47,$909.16,0,999,90,No,
19272,,35,32.47,"$1,136.45",0,999,90,No,
19290,,1.16,32.47,$37.67,0,999,0,No,
19291,,0.64,32.47,$20.78,0,999,0,No,
19295,,2.2,32.47,$71.43,0,999,0,No,
19296,,104.38,32.47,"$3,389.22",0,999,0,No,
19297,,2.01,32.47,$65.26,0,999,0,No,
19298,,39.14,32.47,"$1,270.88",0,999,0,No,
19300,,10.18,32.47,$330.54,0,999,90,Yes,
19301,,7.66,32.47,$248.72,0,999,90,No,
19302,,16.24,32.47,$527.31,0,999,90,No,
19303,,16.49,32.47,$535.43,0,999,90,No,
19304,,10.19,32.47,$330.87,0,999,90,No,
19305,,20.13,32.47,$653.62,0,999,90,No,
19306,,20.93,32.47,$679.60,0,999,90,No,
19307,,21.04,32.47,$683.17,0,999,90,No,
19316,,18.91,32.47,$614.01,0,999,90,Yes,
19318,,18,32.47,$584.46,0,999,90,Yes,
19324,,10.68,32.47,$346.78,0,999,90,Yes,
19325,,14,32.47,$454.58,0,999,90,Yes,
19328,,4.75,32.47,$154.23,0,999,90,No,
19330,,4.96,32.47,$161.05,0,999,90,No,
19340,,4,32.47,$129.88,0,999,0,Yes,
19342,,10,32.47,$324.70,0,999,90,Yes,
19350,,9.5,32.47,$308.47,0,999,90,Yes,
19355,,8,32.47,$259.76,0,999,90,Yes,
19357,,22.23,32.47,$721.81,0,999,90,Yes,
19361,,26.94,32.47,$874.74,0,999,90,Yes,
19364,,34.16,32.47,"$1,109.18",0,999,90,Yes,
19366,,30.46,32.47,$989.04,0,999,90,Yes,
19367,,37.43,32.47,"$1,215.35",0,999,90,Yes,
19368,,48.66,32.47,"$1,579.99",0,999,90,Yes,
19369,,45.68,32.47,"$1,483.23",0,999,90,Yes,
19370,,6,32.47,$194.82,0,999,90,Yes,
19371,,12.97,32.47,$421.14,0,999,90,Yes,
19380,,13.02,32.47,$422.76,0,999,90,Yes,
19396,,3.76,32.47,$122.09,0,999,0,Yes,
19499,,,,Code is manually priced,0,999,90,Yes,
20005,,4.5,32.47,$146.12,0,999,10,No,
2000F,,,,Not a benefit,,,,,
2001F,,,,Not a benefit,,,,,
2002F,,,,Not a benefit,,,,,
2004F,,,,Not a benefit,,,,,
20100,,13.8,32.47,$448.09,0,999,10,No,
20101,,4.36,32.47,$141.57,0,999,10,No,
20102,,5.34,32.47,$173.39,0,999,10,No,
20103,,7.19,32.47,$233.46,0,999,10,No,
2010F,,,,Not a benefit,,,,,
2014F,,,,Not a benefit,,,,,
20150,,16.66,32.47,$540.95,0,999,90,No,
2015F,,,,Not a benefit,,,,,
2016F,,,,Not a benefit,,,,,
2018F,,,,Not a benefit,,,,,
2019F,,,,Not a benefit,,,,,
20200,,1.2,32.47,$38.96,0,999,0,No,
20205,,2.4,32.47,$77.93,0,999,0,No,
20206,,2.5,32.47,$81.18,0,999,0,No,
2020F,,,,Not a benefit,,,,,
2021F,,,,Not a benefit,,,,,
20220,,1.5,32.47,$48.71,0,999,0,No,
20225,,4.2,32.47,$136.37,0,999,0,No,
2022F,,,,Not a benefit,,,,,
20240,,3.2,32.47,$103.90,0,999,10,No,
20245,,5.4,32.47,$175.34,0,999,10,No,
2024F,,,,Not a benefit,,,,,
20250,,9.27,32.47,$301.00,0,999,10,No,
20251,,10.28,32.47,$333.79,0,999,10,No,
2026F,,,,Not a benefit,,,,,
2027F,,,,Not a benefit,,,,,
2028F,,,,Not a benefit,,,,,
2029F,,,,Not a benefit,,,,,
2030F,,,,Not a benefit,,,,,
2031F,,,,Not a benefit,,,,,
2035F,,,,Not a benefit,,,,,
2040F,,,,Not a benefit,,,,,
2044F,,,,Not a benefit,,,,,
20500,,0.4,32.47,$12.99,0,999,10,No,
20501,,1.3,32.47,$42.21,0,999,0,No,
2050F,,,,Not a benefit,,,,,
20520,,1.9,32.47,$61.69,0,999,10,No,
20525,,3.5,32.47,$113.65,0,999,10,No,
20526,,1.36,32.47,$44.16,0,999,0,No,
20527,,1.74,32.47,$56.50,0,999,0,No,
20550,,0.4,32.47,$12.99,0,999,0,No,
20551,,1.36,32.47,$44.16,0,999,0,No,
20552,,1.36,32.47,$44.16,0,999,0,No,
20553,,1.36,32.47,$44.16,0,999,0,No,
20555,,5.69,32.47,$184.75,0,999,0,No,
20600,,1.11,32.47,$36.04,0,999,0,No,
20605,,1.21,32.47,$39.29,0,999,0,No,
2060F,,,,Not a benefit,,,,,
20610,,1.46,32.47,$47.71,0,999,0,No,
20612,,1.17,32.47,$37.99,0,999,0,No,
20615,,3,32.47,$97.41,0,999,10,No,
20650,,1.5,32.47,$48.71,0,999,10,No,
20660,,3,32.47,$97.41,0,999,0,No,
20661,,3.9,32.47,$126.63,0,999,90,No,
20662,,5.2,32.47,$168.84,0,999,90,No,
20663,,4.7,32.47,$152.61,0,999,90,No,
20664,,9.46,32.47,$307.17,0,999,90,No,
